"COUNTY","SCHOOL","school_code"
"LOS ANGELES","FOSTER ELEMENTARY",6012280
"LOS ANGELES","JEFFERSON ELEMENTARY",6012298
"LOS ANGELES","KELLY ELEMENTARY",6012306
"LOS ANGELES","KENNEDY (ROBERT F) E",6012314
"LOS ANGELES","LAUREL STREET ELEMENTARY",6012322
"LOS ANGELES","LONGFELLOW ELEM",6012348
"LOS ANGELES","MAYO ELEMENTARY",6012355
"LOS ANGELES","ROOSEVELT ELEM",6012389
"LOS ANGELES","ROSECRANS ELEMENTARY",6012397
"LOS ANGELES","TIBBY ELEM",6012405
"LOS ANGELES","WASHINGTON ELEMENTARY",6012413
"LOS ANGELES","BARRANCA ELEM",6012439
"LOS ANGELES","BEN LOMOND ELEMENTARY",6012447
"LOS ANGELES","COVINA ELEM",6012462
"LOS ANGELES","CYPRESS ELEM",6012470
"LOS ANGELES","GROVECENTER ELEMENTARY",6012512
"LOS ANGELES","LARK ELLEN ELEM",6012520
"LOS ANGELES","MANZANITA ELEMENTARY",6012546
"LOS ANGELES","MERWIN ELEMENTARY",6012553
"LOS ANGELES","MESA ELEMENTARY",6012561
"LOS ANGELES","ROWLAND AVE ELEM",6012587
"LOS ANGELES","VALENCIA ELEM",6012629
"LOS ANGELES","WORKMAN AVE ELEM",6012645
"LOS ANGELES","LINWOOD E HOWE ELEMENTARY",6012660
"LOS ANGELES","EL MARINO ELEM",6012678
"LOS ANGELES","EL RINCON ELEMENTARY",6012686
"LOS ANGELES","FARRAGUT ELEM",6012694
"LOS ANGELES","LA BALLONA ELEMENTARY",6012702
"LOS ANGELES","GAULDIN ELEM",6012736
"LOS ANGELES","ALAMEDA ELEMENTARY",6012744
"LOS ANGELES","WARD ELEM",6012777
"LOS ANGELES","LEWIS ELEMENTARY",6012785
"LOS ANGELES","EDITH UNSWORTH ELEM",6012793
"LOS ANGELES","GALLATIN ELEMENTARY",6012801
"LOS ANGELES","IMPERIAL ELEM",6012819
"LOS ANGELES","PACE (LYNN L) ELEM",6012827
"LOS ANGELES","PRICE ELEM",6012835
"LOS ANGELES","RIO HONDO ELEMENTARY",6012868
"LOS ANGELES","RIO SAN GABRIEL ELEM",6012876
"SAN BERNARDINO","PAAKUMA K  -  8",6012891
"LOS ANGELES","WILLIAMS ELEMENTARY",6012900
"LOS ANGELES","ANDRES DUARTE",6012918
"LOS ANGELES","BEARDSLEE ELEMENTARY",6012926
"LOS ANGELES","MAXWELL ELEM",6012934
"LOS ANGELES","ROYAL OAKS ELEMENTARY",6012942
"LOS ANGELES","VALLEY VIEW ELEM",6012959
"LOS ANGELES","EASTSIDE ELEMENTARY",6012967
"LOS ANGELES","CERES ELEMENTARY",6012975
"LOS ANGELES","EVERGREEN ELEMENTARY",6013007
"LOS ANGELES","LA COLIMA ELEM",6013031
"LOS ANGELES","LAUREL ELEMENTARY",6013049
"LOS ANGELES","MULBERRY ELEM",6013072
"LOS ANGELES","MURPHY RANCH ELEMENTARY",6013080
"LOS ANGELES","OCEAN VIEW ELEM",6013098
"LOS ANGELES","ORCHARD DALE ELEMENTARY",6013106
"LOS ANGELES","SCOTT AVE ELEM",6013114
"LOS ANGELES","CHERRYLEE ELEMENTARY",6013130
"LOS ANGELES","CLEMINSON ELEM",6013148
"LOS ANGELES","COLUMBIA ELEMENTARY",6013155
"LOS ANGELES","CORTADA ELEM",6013163
"LOS ANGELES","DURFEE ELEMENTARY",6013171
"LOS ANGELES","SHIRPSER ELEM",6013189
"LOS ANGELES","GIDLEY ELEMENTARY",6013197
"LOS ANGELES","LEGORE ELEM",6013205
"LOS ANGELES","MULHALL ELEM",6013213
"LOS ANGELES","NEW LEXINGTON ELEM",6013221
"LOS ANGELES","NORWOOD ELEM",6013239
"LOS ANGELES","POTRERO ELEM",6013247
"LOS ANGELES","RIO HONDO ELEMENTARY",6013254
"LOS ANGELES","RIO VISTA ELEMENTARY",6013262
"LOS ANGELES","THOMPSON ELEMENTARY",6013270
"LOS ANGELES","WILKERSON ELEM",6013288
"LOS ANGELES","WRIGHT ELEMENTARY",6013296
"LOS ANGELES","BIRNEY ELEMENTARY",6013304
"LOS ANGELES","DURFEE ELEMENTARY",6013312
"LOS ANGELES","OBREGON (EUGENE) ELEM",6013320
"LOS ANGELES","MAGEE (LAWRENCE T) EL",6013338
"LOS ANGELES","NORTH RANCHITO ELEMENTARY",6013353
"LOS ANGELES","PIO PICO ELEM",6013361
"LOS ANGELES","RIO VISTA ELEM",6013379
"LOS ANGELES","RIVERA ELEMENTARY",6013387
"LOS ANGELES","SELBY GROVE ELEM",6013395
"LOS ANGELES","SOUTH RANCHITO ELEM",6013403
"LOS ANGELES","VALENCIA ELEMENTARY",6013411
"LOS ANGELES","CENTER ST ELEM",6013429
"LOS ANGELES","MCKINLEY ELEMENTARY",6013478
"LOS ANGELES","BUNCHE (RALPH) ELEM",6013494
"LOS ANGELES","WILLIAMS (DAN T) ELEM",6013502
"LOS ANGELES","DEWEY AVE ELEM",6013510
"LOS ANGELES","RICE  - ELDRIDGE -  ELEMENTARY",6013528
"LOS ANGELES","SANCHEZ (GEORGE) ELEM",6013536
"LOS ANGELES","WILLARD  - FRANCES E -  ELEMENTARY",6013544
"LOS ANGELES","HILLCREST ELEM",6013551
"LOS ANGELES","MARSHALL (JOHN) ELEM",6013569
"LOS ANGELES","DUFF (MARGARET) ELEM",6013577
"LOS ANGELES","MONTEREY VISTA ELEM",6013585
"LOS ANGELES","EMERSON  - RALPH WALDO -  ELEMENTARY",6013593
"LOS ANGELES","BALBOA ELEM",6013619
"LOS ANGELES","CERRITOS ELEMENTARY",6013627
"LOS ANGELES","COLUMBUS ELEMENTARY",6013635
"LOS ANGELES","DUNSMORE ELEMENTARY",6013643
"LOS ANGELES","EDISON (THOMAS) ELEM",6013650
"LOS ANGELES","BENJAMIN FRANKLIN ELEMENTARY",6013676
"LOS ANGELES","FREMONT (JOHN C) ELE",6013684
"LOS ANGELES","GLENOAKS ELEMENTARY",6013692
"LOS ANGELES","THOMAS JEFFERSON ELEMENTARY",6013718
"LOS ANGELES","MARK KEPPEL ELEMENTARY",6013726
"LOS ANGELES","LA CRESCENTA ELEMENTARY",6013734
"LOS ANGELES","ABRAHAM LINCOLN ELEMENTARY",6013742
"LOS ANGELES","HORACE MANN ELEMENTARY",6013767
"LOS ANGELES","JOHN MARSHALL ELEMENTARY",6013775
"LOS ANGELES","MONTE VISTA ELEM",6013783
"LOS ANGELES","MOUNTAIN AVENUE ELEMENTARY",6013809
"LOS ANGELES","MUIR (JOHN) ELEM",6013817
"LOS ANGELES","VALLEY VIEW ELEMENTARY",6013825
"LOS ANGELES","VERDUGO WOODLANDS ELEM",6013833
"LOS ANGELES","R D WHITE ELEMENTARY",6013841
"LOS ANGELES","CULLEN ELEM",6013866
"LOS ANGELES","LA FETRA ELEMENTARY",6013882
"LOS ANGELES","SELLERS ELEM",6013908
"LOS ANGELES","STANTON ELEMENTARY",6013916
"LOS ANGELES","SUTHERLAND ELEM",6013924
"LOS ANGELES","WILLIAMS ELEM",6013932
"LOS ANGELES","GORMAN ELEMENTARY",6013940
"LOS ANGELES","EUCALYPTUS",6013957
"LOS ANGELES","JEFFERSON ELEM",6013973
"LOS ANGELES","RAMONA",6013981
"LOS ANGELES","WASHINGTON ELEM",6013999
"LOS ANGELES","YORK",6014013
"LOS ANGELES","ZELA DAVIS ELEM",6014039
"LOS ANGELES","HERMOSA VIEW ELEMENTARY",6014047
"LOS ANGELES","BALDWIN ELEM",6014112
"LOS ANGELES","BIXBY ELEMENTARY",6014120
"LOS ANGELES","CALIFORNIA ELEM  -  LP",6014138
"LOS ANGELES","DEL VALLE ELEMENTARY",6014153
"LOS ANGELES","FAIRGROVE ACAD",6014179
"LOS ANGELES","GLENELDER ELEM",6014195
"LOS ANGELES","GRAZIDE ELEM",6014203
"LOS ANGELES","KWIS ELEMENTARY",6014237
"LOS ANGELES","LASSALETTE ELEM",6014252
"LOS ANGELES","LOS ALTOS ELEMENTARY",6014260
"LOS ANGELES","LOS MOLINOS ELEM",6014278
"LOS ANGELES","LOS ROBLES ACADEMY",6014286
"LOS ANGELES","MESA ROBLES ELEM",6014294
"LOS ANGELES","NELSON ELEMENTARY",6014302
"LOS ANGELES","PALM ELEM",6014336
"LOS ANGELES","SHADYBEND ELEMENTARY",6014344
"LOS ANGELES","SPARKS ELEM",6014367
"LOS ANGELES","SPARKS ELEMENTARY",6014369
"LOS ANGELES","SUNSET ELEM",6014385
"LOS ANGELES","TEMPLE ACADEMY",6014393
"LOS ANGELES","WORKMAN ELEM",6014419
"LOS ANGELES","HUGHES - ELIZABETH LAKES",6014427
"LOS ANGELES","BENNETT ELEM",6014435
"LOS ANGELES","WORTHINGTON ELEMENTARY",6014443
"LOS ANGELES","CENTINELA ELEM",6014450
"LOS ANGELES","FREEMAN ELEM",6014468
"LOS ANGELES","HIGHLAND ELEM",6014476
"LOS ANGELES","KELSO  - WILLIAM H -  ELEMENTARY",6014492
"LOS ANGELES","LA TIJERA ELEM",6014518
"LOS ANGELES","LANE  - WARREN -  ELEMENTARY",6014526
"LOS ANGELES","OAK STREET ELEM",6014534
"LOS ANGELES","PARENT  - FRANK D -  ELEMENTARY",6014542
"LOS ANGELES","PAYNE (BUELAH) ELEM",6014559
"LOS ANGELES","WOODWORTH  - CLYDE -  ELEMENTARY",6014575
"LOS ANGELES","ALPINE ELEM",6014591
"LOS ANGELES","ANTELOPE ELEMENTARY",6014609
"LOS ANGELES","LA CANADA ELEMENTARY",6014633
"LOS ANGELES","PALM CREST ELEMENTARY",6014658
"LOS ANGELES","PARADISE CANYON ELEM",6014666
"LOS ANGELES","DESERT VIEW ELEMENTARY",6014674
"LOS ANGELES","EL DORADO ELEM",6014682
"LOS ANGELES","JOSHUA ELEMENTARY",6014690
"LOS ANGELES","LINDA VERDE ELEM",6014708
"LOS ANGELES","MARIPOSA ELEMENTARY",6014716
"LOS ANGELES","MONTE VISTA ELEM",6014724
"LOS ANGELES","SIERRA ELEMENTARY",6014757
"LOS ANGELES","SUNNYDALE ELEM",6014765
"LOS ANGELES","CHAPARRAL ELEMENTARY",6014799
"LOS ANGELES","ROUND MEADOW ELEM",6014807
"LOS ANGELES","WHITE OAK ELEMENTARY",6014815
"LOS ANGELES","YERBA BUENA ELEM",6014823
"LOS ANGELES","WILLIAM ANDERSON ELEMENTARY",6014831
"LOS ANGELES","MITCHELL (BILLY) ELEM",6014856
"LOS ANGELES","ADDAMS (JANE) ELEM",6014864
"LOS ANGELES","LUCILLE J SMITH ELEME",6014898
"LOS ANGELES","MARK TWAIN ELEMENTARY",6014906
"LOS ANGELES","ROOSEVELT (FD) ELEM",6014914
"LOS ANGELES","WILLIAM GREEN ELEMENTARY",6014930
"LOS ANGELES","BUFORD ELEMENTARY",6014948
"LOS ANGELES","FELTON ELEMENTARY",6014955
"LOS ANGELES","JEFFERSON ELEM",6014963
"LOS ANGELES","MOFFETT ELEMENTARY",6014971
"LOS ANGELES","DOLORES HUERTA ELEMEN",6014989
"LOS ANGELES","CRESSON ELEM",6014997
"LOS ANGELES","JERSEY AVENUE ELEMENTARY",6015036
"LOS ANGELES","LAKELAND ELEM",6015051
"LOS ANGELES","LAKEVIEW ELEMENTARY",6015077
"LOS ANGELES","PADDISON ELEM",6015085
"LOS ANGELES","STUDEBAKER ELEMENTARY",6015093
"LOS ANGELES","ORR (WILLIAM W) ELEM",6015101
"LOS ANGELES","ADDAMS ELEMENTARY",6015119
"LOS ANGELES","BARTON ELEMENTARY",6015135
"LOS ANGELES","BIRNEY ELEM",6015143
"LOS ANGELES","BIXBY ELEMENTARY",6015150
"LOS ANGELES","BRYANT ELEM",6015168
"LOS ANGELES","BURBANK ELEMENTARY",6015184
"LOS ANGELES","BURCHAM K - 8",6015192
"LOS ANGELES","BOBBIE SMITH ELEMENTARY",6015200
"LOS ANGELES","BURROUGHS ELEM",6015218
"LOS ANGELES","CARVER ELEM",6015242
"LOS ANGELES","CLEVELAND ELEMENTARY",6015259
"LOS ANGELES","CUBBERLEY ELEM",6015267
"LOS ANGELES","EDISON ELEMENTARY",6015275
"LOS ANGELES","EMERSON ELEM",6015283
"LOS ANGELES","FREMONT ELEMENTARY",6015309
"LOS ANGELES","GANT ELEMENTARY",6015317
"LOS ANGELES","GARFIELD ELEMENTARY",6015325
"LOS ANGELES","GOMPERS ELEM",6015333
"LOS ANGELES","GRANT ELEMENTARY",6015341
"LOS ANGELES","HARTE ELEM",6015358
"LOS ANGELES","HENRY K - 8",6015366
"LOS ANGELES","HOLMES ELEM",6015374
"LOS ANGELES","HUDSON K - 8",6015382
"LOS ANGELES","KELLER ELEM",6015390
"LOS ANGELES","KETTTERING ELEM",6015408
"LOS ANGELES","KING ELEMENTARY",6015416
"LOS ANGELES","LAFAYETTE ELEM",6015424
"LOS ANGELES","LEE ELEMENTARY",6015432
"LOS ANGELES","LINCOLN ELEM",6015440
"LOS ANGELES","LONGFELLOW ELEMENTARY",6015457
"LOS ANGELES","LOS CERRITOS ELEMENTARY",6015465
"LOS ANGELES","LOWELL ELEM",6015473
"LOS ANGELES","MACARTHUR ELEMENTARY",6015481
"LOS ANGELES","MADISON ELEM",6015499
"LOS ANGELES","MANN ELEMENTARY",6015507
"LOS ANGELES","MCKINLEY ELEM",6015515
"LOS ANGELES","MONROE ELEM",6015523
"LOS ANGELES","MUIR ELEM",6015531
"LOS ANGELES","NAPLES ELEMENTARY",6015549
"LOS ANGELES","NEWCOMB ELEM",6015556
"LOS ANGELES","BUTLER SCHOOL",6015572
"LOS ANGELES","PRISK ELEM",6015580
"LOS ANGELES","RILEY ELEMENTARY",6015598
"LOS ANGELES","ROOSEVELT ELEM",6015606
"LOS ANGELES","SIGNAL HILL ELEMENTARY",6015614
"LOS ANGELES","STEVENSON ELEMENTARY",6015622
"LOS ANGELES","SUTTER ELEM",6015630
"LOS ANGELES","TINCHER ELEM",6015648
"LOS ANGELES","TUCKER ELEM",6015655
"LOS ANGELES","TWAIN ELEM",6015663
"LOS ANGELES","WEBSTER ELEMENTARY",6015671
"LOS ANGELES","WHITTIER ELEMENTARY",6015689
"LOS ANGELES","WILLARD ELEMENTARY",6015697
"LOS ANGELES","ALBION ELEM",6015705
"LOS ANGELES","ALDAMA ELEMENTARY",6015713
"LOS ANGELES","ALEXANDRIA AVE ELEM",6015721
"LOS ANGELES","ALLESANDRO ELEMENTARY",6015739
"LOS ANGELES","ALTA LOMA ELEMENTARY",6015747
"LOS ANGELES","AMBLER AVENUE ELEMENTARY",6015754
"LOS ANGELES","AMESTOY ELEM",6015762
"LOS ANGELES","ANATOLA AVENUE ELEMENTARY",6015770
"LOS ANGELES","ANDASOL AVENUE ELEMENTARY",6015796
"LOS ANGELES","ANGELES MESA ELEM",6015804
"LOS ANGELES","ANN STREET ELEM",6015812
"LOS ANGELES","ANNALEE AVENUE ELEMENTARY",6015820
"LOS ANGELES","ANNANDALE ELEM",6015838
"LOS ANGELES","APPERSON STREET ELEMENTARY",6015846
"LOS ANGELES","ARAGON AVE ELEM",6015853
"LOS ANGELES","ARLINGTON HEIGHTS ELEMENTARY",6015861
"LOS ANGELES","ARMINTA STREET ELEM",6015879
"LOS ANGELES","ASCOT AVENUE ELEMENTARY",6015887
"LOS ANGELES","ATWATER AVE ELEM",6015895
"LOS ANGELES","AVALON GARDENS ELEMENTARY",6015903
"LOS ANGELES","BALDWIN HILLS ELEM",6015929
"LOS ANGELES","BANDINI STREET ELEMENTARY",6015945
"LOS ANGELES","BARTON HILL ELEM",6015952
"LOS ANGELES","BASSETT STREET ELEMENTARY",6015960
"LOS ANGELES","BEACHY AVE ELEM",6015978
"LOS ANGELES","BECKFORD CHARTER FOR ENRICHED STUDIES",6015986
"LOS ANGELES","BEETHOVEN STREET ELEMENTARY",6015994
"LOS ANGELES","BELVEDERE ELEMENTARY",6016018
"LOS ANGELES","BERTRAND AVE ELEM",6016026
"LOS ANGELES","BLYTHE STREET ELEMENTARY",6016034
"LOS ANGELES","BONITA STREET ELEMENTARY",6016042
"LOS ANGELES","BRADDOCK DRIVE ELEMENTARY",6016059
"LOS ANGELES","BRAINARD AVE ELEM",6016067
"LOS ANGELES","BREED STREET ELEMENTARY",6016075
"LOS ANGELES","BRENTWOOD SCIENCE MAG",6016083
"LOS ANGELES","BRIDGE STREET ELEMENTARY",6016091
"LOS ANGELES","BROAD AVENUE ELEMENTARY",6016109
"LOS ANGELES","BROADACRES AVENUE ELEMENTARY",6016117
"LOS ANGELES","BROADWAY ELEM",6016125
"LOS ANGELES","BROCKTON AVENUE ELEMENTARY",6016133
"LOS ANGELES","BROOKLYN AVENUE ELEMENTARY",6016141
"LOS ANGELES","BRYSON AVENUE ELEMENTARY",6016158
"LOS ANGELES","BUCHANAN STREET ELEM",6016166
"LOS ANGELES","BUDLONG AVENUE ELEMENTARY",6016174
"LOS ANGELES","BURBANK BLVD ELEM",6016182
"LOS ANGELES","BURTON STREET ELEMENTARY",6016208
"LOS ANGELES","BUSHNELL WAY ELEMENTARY",6016216
"LOS ANGELES","CABRILLO AVENUE ELEMENTARY",6016224
"LOS ANGELES","CAHUENGA ELEM",6016232
"LOS ANGELES","CALABASH CHARTER ACADEMY",6016240
"LOS ANGELES","CALAHAN STREET ELEM",6016257
"LOS ANGELES","CALVERT CHARTER FOR ENRICHED STUDIES",6016265
"LOS ANGELES","CAMELLIA AVE ELEM",6016273
"LOS ANGELES","CANFIELD AVENUE ELEMENTARY",6016281
"LOS ANGELES","CANOGA PARK ELEM",6016299
"LOS ANGELES","CANTARA STREET ELEMENTARY",6016307
"LOS ANGELES","CANTERBURY AVE ELEM",6016315
"LOS ANGELES","CANYON CHARTER ELEMENTARY",6016323
"LOS ANGELES","CAPISTRANO AVE ELEM",6016331
"LOS ANGELES","CAROLDALE LEARNING COMMUNITY",6016349
"LOS ANGELES","CARPENTER AVE ELEM",6016356
"LOS ANGELES","CARSON STREET ELEMENTARY",6016364
"LOS ANGELES","CARTHAY CTR ELEM",6016372
"LOS ANGELES","CASTELAR STREET ELEMENTARY",6016380
"LOS ANGELES","CASTLE HEIGHTS ELEM",6016398
"LOS ANGELES","CATSKILL AVENUE ELEMENTARY",6016406
"LOS ANGELES","CENTURY PARK ELEM",6016414
"LOS ANGELES","CHANDLER LEARNING ACADEMY",6016422
"LOS ANGELES","CHAPMAN ELEM",6016430
"LOS ANGELES","CHARNOCK ROAD ELEMENTARY",6016448
"LOS ANGELES","CHASE STREET ELEM",6016455
"LOS ANGELES","CHATSWORTH PARK ELEMENTARY",6016463
"LOS ANGELES","CHEREMOYA AVE ELEM",6016471
"LOS ANGELES","CIENEGA ELEMENTARY",6016489
"LOS ANGELES","CIMARRON AVE ELEM",6016497
"LOS ANGELES","CITY TERRACE ELEMENTARY",6016505
"LOS ANGELES","CLIFFORD STREET ELEMENTARY",6016513
"LOS ANGELES","CLOVER AVENUE ELEMENTARY",6016521
"LOS ANGELES","COEUR D'ALENE AVE ELEM",6016539
"LOS ANGELES","COHASSET STREET ELEMENTARY",6016547
"LOS ANGELES","COLDWATER CANYON ELEMENTARY",6016554
"LOS ANGELES","COLFAX CHARTER ELEMENTARY",6016562
"LOS ANGELES","COLISEUM ST",6016570
"LOS ANGELES","COMMONWEALTH AVENUE ELEMENTARY",6016604
"LOS ANGELES","COMPTON AVE ELEM",6016612
"LOS ANGELES","CORONA AVE ELEM",6016620
"LOS ANGELES","PLASENCIA ELEM & PLA",6016638
"LOS ANGELES","COWAN AVENUE ELEMENTARY",6016646
"LOS ANGELES","CRESCENT HTS BLVD E",6016653
"LOS ANGELES","CRESTWOOD STREET ELEMENTARY",6016661
"LOS ANGELES","DENA ELEM",6016679
"LOS ANGELES","DAHLIA HEIGHTS ELEMENTARY",6016687
"LOS ANGELES","DANUBE AVE ELEM",6016695
"LOS ANGELES","DARBY AVENUE CHARTER",6016703
"LOS ANGELES","DAYTON HEIGHTS ELEM",6016711
"LOS ANGELES","DEARBORN ELEMENTARY CHARTER ACADEMY",6016729
"LOS ANGELES","DEL AMO ELEM",6016737
"LOS ANGELES","DELEVAN DRIVE ELEMENTARY",6016745
"LOS ANGELES","DENKER AVE ELEM",6016752
"LOS ANGELES","DIXIE CANYON COMMUNITY CHARTER",6016778
"LOS ANGELES","DOLORES STREET ELEMENTARY",6016786
"LOS ANGELES","DOMINGUEZ ELEMENTARY",6016794
"LOS ANGELES","DORRIS PLACE ELEM",6016802
"LOS ANGELES","TOM BRADLEY GLOBAL AWARENESS MAGNET",6016810
"LOS ANGELES","DYER STREET ELEM",6016828
"LOS ANGELES","EAGLE ROCK ELEMENTARY",6016836
"LOS ANGELES","EASTMAN AVE ELEM",6016844
"LOS ANGELES","EL DORADO AVENUE ELEMENTARY",6016851
"LOS ANGELES","EL ORO WAY ELEM",6016869
"LOS ANGELES","EL SERENO ELEMENTARY",6016877
"LOS ANGELES","ELIZABETH ST LEARNING",6016885
"LOS ANGELES","ELYSIAN HEIGHTS ELEMENTARY",6016893
"LOS ANGELES","EMELITA STREET ELEM",6016901
"LOS ANGELES","ENCINO CHARTER ELEMENTARY",6016935
"LOS ANGELES","ERWIN STREET ELEM",6016943
"LOS ANGELES","ESHELMAN AVENUE ELEMENTARY",6016950
"LOS ANGELES","EUCLID AVE ELEM",6016968
"LOS ANGELES","EVERGREEN AVENUE ELEMENTARY",6016976
"LOS ANGELES","FAIR AVE ELEM",6016984
"LOS ANGELES","FAIRBURN AVENUE ELEMENTARY",6016992
"LOS ANGELES","FARMDALE ELEM",6017008
"LOS ANGELES","FENTON AVE ELEM",6017016
"LOS ANGELES","FERNANGELES ELEM",6017024
"LOS ANGELES","FIFTEENTH STREET ELEMENTARY",6017032
"LOS ANGELES","54TH STREET SCHOOL",6017040
"LOS ANGELES","FIFTY - NINTH STREET ELEMENTARY",6017057
"LOS ANGELES","FIFTY SECOND ST",6017065
"LOS ANGELES","FIGUEROA STREET ELEM",6017073
"LOS ANGELES","BROADOUS ELEM",6017081
"LOS ANGELES","FIRST STREET ELEMENTARY",6017099
"LOS ANGELES","FLETCHER DRIVE ELEM",6017115
"LOS ANGELES","FLORENCE AVENUE ELEMENTARY",6017123
"LOS ANGELES","FORD BLVD ELEM",6017131
"LOS ANGELES","FORTY - NINTH STREET ELEMENTARY",6017149
"LOS ANGELES","FORTY - SECOND STREET E",6017156
"LOS ANGELES","FOURTH STREET ELEM",6017164
"LOS ANGELES","FRANKLIN AVE ELEM",6017172
"LOS ANGELES","FRIES AVENUE ELEMENTARY",6017180
"LOS ANGELES","FULLBRIGHT AVE ELEM",6017198
"LOS ANGELES","GARDEN GROVE ELEMENTARY",6017206
"LOS ANGELES","GARDENA ELEM",6017214
"LOS ANGELES","GARDNER STREET ELEMENTARY",6017222
"LOS ANGELES","GARVANZA ELEM",6017230
"LOS ANGELES","GATES STREET ELEMENTARY",6017248
"LOS ANGELES","GAULT STREET ELEM",6017255
"LOS ANGELES","GERMAIN ACADEMY FOR ACADEMIC ACHIEVEMENT",6017263
"LOS ANGELES","GLASSELL PARK ELEM",6017271
"LOS ANGELES","GLEDHILL STREET ELEMENTARY",6017289
"LOS ANGELES","GLEN ALTA ELEM",6017297
"LOS ANGELES","GLENFELIZ BOULEVARD ELEMENTARY",6017305
"LOS ANGELES","GLENWOOD ELEM",6017313
"LOS ANGELES","GRAHAM ELEMENTARY",6017321
"LOS ANGELES","GRANADA ELEM",6017339
"LOS ANGELES","GRAND VIEW BOULEVARD ELEMENTARY",6017347
"LOS ANGELES","GRANT ELEM",6017354
"LOS ANGELES","GRAPE STREET ELEMENTARY",6017362
"LOS ANGELES","GRIDLEY STREET ELEMENTARY",6017388
"LOS ANGELES","GRIFFIN AVENUE ELEMENTARY",6017396
"LOS ANGELES","GULF AVE SCHOOL",6017404
"LOS ANGELES","HADDON AVENUE ELEMENTARY",6017412
"LOS ANGELES","HALLDALE ELEM",6017420
"LOS ANGELES","HAMLIN CHARTER ACADEMY",6017438
"LOS ANGELES","HAMMEL STREET ELEM",6017446
"LOS ANGELES","HANCOCK PARK ELEMENTARY",6017453
"LOS ANGELES","HARBOR CITY ELEM",6017461
"LOS ANGELES","HARDING STREET ELEMENTARY",6017479
"LOS ANGELES","HARRISON STREET ELEM",6017487
"LOS ANGELES","HART STREET ELEMENTARY",6017495
"LOS ANGELES","HASKELL ELEM",6017503
"LOS ANGELES","HAWAIIAN AVENUE ELEMENTARY",6017511
"LOS ANGELES","HAYNES ELEM",6017529
"LOS ANGELES","HAZELTINE AVE ELEM",6017537
"LOS ANGELES","HELIOTROPE AVENUE ELEMENTARY",6017545
"LOS ANGELES","HERRICK AVE ELEM",6017552
"LOS ANGELES","HILLCREST DRIVE ELEMENTARY",6017586
"LOS ANGELES","HILLSIDE ELEMENTARY",6017594
"LOS ANGELES","HOBART BOULEVARD ELEMENTARY",6017602
"LOS ANGELES","HOLMES AVE ELEM",6017610
"LOS ANGELES","HOOPER AVE ELEM",6017628
"LOS ANGELES","HOOVER STREET ELEM",6017636
"LOS ANGELES","HUBBARD STREET ELEMENTARY",6017644
"LOS ANGELES","HUMPHREYS AVE ELEM",6017651
"LOS ANGELES","HUNTINGTON DRIVE ELEMENTARY",6017669
"LOS ANGELES","HYDE PARK BLVD ELEM",6017677
"LOS ANGELES","IVANHOE ELEMENTARY",6017685
"LOS ANGELES","JUSTICE STREET ELEM",6017693
"LOS ANGELES","KENTER CANYON ELEM",6017701
"LOS ANGELES","KENTWOOD",6017719
"LOS ANGELES","KESTER AVENUE ELEMENTARY",6017727
"LOS ANGELES","KITTRIDGE STREET ELEM",6017735
"LOS ANGELES","KNOLLWOOD PREPARATORY ACADEMY",6017743
"LOS ANGELES","LA SALLE AVE ELEM",6017750
"LOS ANGELES","LANAI ROAD ELEMENTARY",6017768
"LOS ANGELES","LANGDON AVE ELEM",6017776
"LOS ANGELES","LANKERSHIM ELEMENTARY",6017784
"LOS ANGELES","LASSEN ELEM",6017792
"LOS ANGELES","LATONA AVENUE ELEMENTARY",6017800
"LOS ANGELES","LAUEL ELEM",6017818
"LOS ANGELES","LEAPWOOD AVENUE ELEMENTARY",6017826
"LOS ANGELES","LELAND STREET ELEM",6017834
"LOS ANGELES","LEMAY STREET ELEM",6017842
"LOS ANGELES","LIBERTY BOULEVARD ELEMENTARY",6017859
"LOS ANGELES","LIGGETT STREET ELEM",6017867
"LOS ANGELES","LILLIAN STREET ELEMENTARY",6017875
"LOS ANGELES","LIMERICK AVE ELEM",6017883
"LOS ANGELES","LOCKHURST DRIVE CHARTER ELEMENTARY",6017891
"LOS ANGELES","LOCKWOOD AVE ELEM",6017909
"LOS ANGELES","LOGAN STREET ELEMENTARY",6017917
"LOS ANGELES","LOMA VISTA AVE ELEM",6017925
"LOS ANGELES","LOMITA MATH SCIENCE TECHNOLOGY MAGNET",6017933
"LOS ANGELES","LORENA STREET ELEM",6017941
"LOS ANGELES","LORETO STREET ELEMENTARY",6017958
"LOS ANGELES","LORNE STREET ELEM",6017966
"LOS ANGELES","LOS FELIZ SCIENCE TECH ENGINEER MATH MEDICINE MAGNET",6017974
"LOS ANGELES","LOYOLA VILLAGE ELEM",6017982
"LOS ANGELES","MAGNOLIA AVENUE ELEMENTARY",6017990
"LOS ANGELES","MAIN STREET ELEMENTARY",6018006
"LOS ANGELES","MALABAR STREET ELEMENTARY",6018014
"LOS ANGELES","MANCHESTER AVE ELEM",6018022
"LOS ANGELES","MANHATTAN PLACE ELEM",6018030
"LOS ANGELES","MAR VISTA ELEMENTARY",6018048
"LOS ANGELES","MARIANNA AVENUE ELEMENTARY",6018055
"LOS ANGELES","MARQUEZ CHARTER",6018063
"LOS ANGELES","MARVIN ELEM",6018071
"LOS ANGELES","MAYALL STREET ELEMENTARY",6018089
